text,clo_code,target_score,bloom_level,keywords_found,confidence,label,metadata,split
Thiếu thiết trong bài làm. liệt kê Kết luận thiếu căn cứ không chính xác,CLO 4_AET3229,1.24,1,"['năng', 'thiết']",0.738,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': 'AET3229', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",validation
Sinh viên áp dụng động một cách xuất sắc. Áp dụng kiến thức ME3260 một cách hiệu quả,CLO 3_ME3260,3.29,3,"['động', 'toán', 'toàn', 'liên']",0.802,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3260', 'original_clo_description': 'Có tư duy tính toán, phòng tránh được các tai nạn liên quan đến an toàn lao động trong sản xuất thực tế'}",validation
Báo cáo không thể hiện pháp. liệt kê Không hiểu rõ về hiểu chưa tốt,CLO 1_AET3235,1.18,1,[],0.708,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': 'AET3235', 'original_clo_description': 'Hiểu rõ động lực học quá trình phanh,các yếu tố ảnh hưởng đến hiệu quả phanh và các giải pháp công nghệ nâng cao hiệu quả phanh. Ý nghĩa của hệ thống phanh điện tử trong hệ thống ô tô thông minh.'}",validation
Sinh viên mô tả tượng một cách chi tiết. Phân tích phân một cách logic,CLO 2_AET3235,3.13,2,"['điều', 'nhân', 'tượng', 'phân', 'trên']",0.883,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3235', 'original_clo_description': 'Hiểu và phân tích được kết cấu, nguyên lý làm việc của các hệ phanh điều khiển điện tử. Nắm được được các hiện tượng, nguyên nhân hư hỏng của hệ thống phanh điều khiển điện tử trên xe ô tô.'}",validation
Sinh viên so sánh thái một cách đầy đủ. Kết luận chính xác và có căn cứ,CLO 4_,3.13,2,"['thức', 'thái', 'nghiêm', 'tích']",0.811,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Sinh viên phân tích phương một cách đầy đủ. Hiểu cơ bản về phương,CLO 1_,2.16,4,"['chất', 'kinh', 'pháp']",0.832,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Mô tả được phương pháp tổ chức, quản lý điều hành; bố trí vận hành trang thiết bị, cơ sở vật chất của  các cơ sở kinh doanh, dịch vụ bảo dưỡng, sửa chữa.'}",validation
Bài làm giải thích giác và Phân tích thận một cách logic hoàn chỉnh,CLO 7_ME3270,3.41,2,"['công', 'luyện', 'tính', 'giác', 'việc']",0.808,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Rèn luyện tính cẩn thận, tự giác, nghiêm túc, trong công việc.'}",validation
Thiếu thích trong bài làm. nêu Phân tích giải còn hạn chế không chính xác,CLO 1_ME3270,0.42,1,"['dụng', 'tiết']",0.659,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': 'ME3270', 'original_clo_description': 'Giải thích được sự ảnh hưởng của dụng cụ cắt, vật liệu gia công đến chất lượng bề mặt chi tiết.'}",validation
Báo cáo thể hiện sáng chi tiết. tạo ra Phân tích việc một cách logic,CLO 4_,3.1,6,"['công', 'kiếm', 'thay']",0.904,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có phẩm chất đạo đức nghề nghiệp,, tư duy sáng tạo, thích nghi với sự thay đổi của môi trường công việc, định hướng và tìm kiếm cơ hội phát triển nghề nghiệp trong lĩnh vực công nghệ ô tô.'}",validation
Sinh viên chưa liệt kê trường. Áp dụng kiến thức ME3260 chưa chính xác không đầy đủ,CLO 1_ME3260,0.55,1,"['động', 'trường']",0.708,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME3260', 'original_clo_description': 'Hiểu rõ được vai trò của công tác an toàn trong lao động và môi trường công nghiệp'}",validation
Bài làm hiểu thức và Thể hiện hiểu biết sâu sắc về tích hoàn chỉnh,CLO 4_ME2208,3.43,2,"['tích', 'nghiêm', 'thái', 'thức']",0.82,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2208', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Sinh viên phân loại động một cách chi tiết. Áp dụng kiến thức  ở mức độ cơ bản,CLO 2_,2.34,2,"['mạch', 'thức']",0.806,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Có kiến thức về cấu tạo, nguyên lý hoạt động của Transistor lưỡng cực; Có kiến thức về cấu tạo nguyên tắc hoạt động của mạch khuếch đại thuật toán OP AMP.'}",validation
Báo cáo thể hiện giác tốt. phân loại Thể hiện hiểu biết sâu sắc về việc,CLO 7_ME3270,3.01,2,"['giác', 'nghiêm', 'công', 'luyện', 'thận']",0.832,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Rèn luyện tính cẩn thận, tự giác, nghiêm túc, trong công việc.'}",validation
Bài làm thiếu chọn. Không kể Kết luận thiếu căn cứ,CLO 2_ME2208,0.04,1,['thông'],0.67,negative,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_negative', 'course_code': 'ME2208', 'original_clo_description': 'Sử dụng và lựa chọn đúng các thông số kỹ thuật của chi tiết máy'}",validation
Báo cáo không thể hiện trang. liệt kê Không hiểu rõ về động chưa tốt,CLO 2_AET3219,0.35,1,"['quát', 'động']",0.699,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': 'AET3219', 'original_clo_description': 'Khái quát chung các cơ cấu, hệ thống trang bị điện cơ bản và điều khiển tự động trên xe ô tô.'}",validation
Nội dung phân tích rõ ràng về trạng. Áp dụng kiến thức  một cách hiệu quả,CLO 2_,3.61,4,"['hỏng', 'thức', 'đánh', 'dưỡng', 'doanh']",0.862,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Áp dụng các kiến thức đã học để chẩn đoán, kiểm tra, bảo dưỡng, sửa chữa các cụm, hệ thống, cơ cấu trên xe ô tô và tổ chức bảo dưỡng, sửa chữa khắc phục hư hỏng xe ô tô. \nKiểm tra đánh giá tình trạng kỹ thuật và lựa chọn công nghệ khắc phục khung vỏ xe ô tô sau va chạm;\nNâng cao kỹ năng tư vấn bán, kinh doanh vật tư phụ tùng, xe ô tô.'}",validation
Nội dung không nhớ trên. Không hiểu rõ về thống chưa rõ ràng,CLO 3_AET3218,0.68,1,"['việc', 'thành']",0.633,negative,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_negative', 'course_code': 'AET3218', 'original_clo_description': 'Giải thích và lập luận về cấu tạo, nguyên lý làm việc của các cơ cấu, hệ thống, tổng thành trên ôtô.'}",validation
Bài làm giải thích thống và Thể hiện hiểu biết sâu sắc về thành xuất sắc,CLO 2_AET3218,3.25,2,"['trên', 'việc', 'thống']",0.828,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3218', 'original_clo_description': 'Hiểu được về cấu tạo, nguyên lý làm việc của các hệ thống, cơ cấu, tổng thành trên ôtô'}",validation
Sinh viên đã phân tích chữa tốt và Kết luận chính xác và có căn cứ,CLO 3_AET3226,3.93,4,"['hỏng', 'phân', 'chữa', 'pháp']",0.878,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3226', 'original_clo_description': 'Có tư duy phân tích được hư hỏng thường gặp, phương pháp sửa chữa'}",validation
Sinh viên sử dụng năng một cách tốt. Kết luận chính xác và có căn cứ,CLO3_AET3274,3.24,3,"['năng', 'phân', 'phản', 'tùng', 'giải']",0.864,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3274', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chế tạo phụ tùng.'}",validation
Báo cáo không thể hiện kiểm. thực hiện Sử dụng thuật ngữ chưa đúng chưa tốt,CLO 3_ME3271,0.95,3,['dụng'],0.633,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': 'ME3271', 'original_clo_description': 'Chuẩn bị, kiểm tra được tình trạng của thiết bị, dụng cụ, vật liệu hàn cho phù hợp với từng phương pháp hàn.'}",validation
Bài làm vận dụng thiết và Sử dụng thuật ngữ chuyên môn đúng đắn chính xác,CLO 1_ME2258,3.04,3,"['hướng', 'động', 'hành', 'toàn', 'nguyên']",0.881,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2258', 'original_clo_description': 'Hướng dẫn sử dụng các thiết bị, nguyên tắc an toàn lao động trong phòng thực hành'}",validation
Nội dung không hiểu tích. Phân tích tích đơn giản chưa rõ ràng,CLO 4_ME2253,2.42,2,"['thái', 'nghiêm']",0.706,neutral,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2253', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Sinh viên chưa giải thích thức. Kết luận cơ bản không đầy đủ,CLO 4_ME2257,2.8,2,"['thức', 'tích', 'nghiêm']",0.742,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2257', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Sinh viên chưa mô tả thực. Phân tích thức đơn giản không đầy đủ,CLO 1_ME2254,2.16,2,"['kiến', 'dụng', 'hiểu']",0.756,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2254', 'original_clo_description': 'Hiểu rõ được các kiến thức đã học để có thể áp dụng vào thực tế'}",validation
Bài làm thiếu trạng. Không đánh giá Áp dụng kiến thức ME2259 ở mức độ cơ bản,CLO 3_ME2259,2.03,4,"['tích', 'tính', 'chất']",0.824,neutral,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2259', 'original_clo_description': 'Có tư duy phân tích được quá trình thay đổi cấu trúc, trạng thái, tính chất của vật liệu khi có tác dụng của nhiệt độ, áp lực của nhiệt luyện'}",validation
Sinh viên đã giải thích thuật chi tiết và Áp dụng kiến thức AET3277 ở mức độ cơ bản,CLO 1_AET3277,2.12,2,"['năng', 'công', 'thiết']",0.751,neutral,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3277', 'original_clo_description': 'Hiểu được kỹ thuật lái xe cơ bản; các kỹ năng cần thiết của công việc lái xe.'}",validation
Báo cáo thể hiện hoàn hoàn chỉnh. xây dựng Kết luận chính xác và có căn cứ,CLO 3_,3.2,6,"['thức', 'tổng', 'thực']",0.93,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Tổng hợp được các kiến thức lý thuyết, thực tế để hoàn thành các nội dung trong báo cáo thực tập; làm cơ sở bổ sung, hoàn thiện đề tài tốt nghiệp, nội dung thực tâp tốt nghiệp.'}",validation
Sinh viên chưa mô tả tính. Không hiểu rõ về tính không đầy đủ,CLO 2_AET3262,1.31,2,[],0.669,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'AET3262', 'original_clo_description': 'Tính toán sức kéo ô tô trong điều kiện cho trước'}",validation
Sinh viên mô tả phong một cách hoàn chỉnh. Kết luận chính xác và có căn cứ,CLO 4_,3.22,2,"['luyê', 'phong', 'thái', 'khoa', 'ngươ']",0.878,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc. Rèn luyện tác phong khoa học, kiên nhẫn, tỷ mỷ, chính xác của người kỹ sư thiết kế.'}",validation
Báo cáo thể hiện toán chi tiết. hiểu Áp dụng kiến thức AET3224 một cách hiệu quả,CLO 2_AET3224,3.6,2,"['tượng', 'nguyên', 'thống', 'tính']",0.887,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3224', 'original_clo_description': 'Tính toán giải thích  các hiện tượng, nguyên nhân hư hỏng của các cơ cấu, hệ thống cơ điện tử ôtô'}",validation
Sinh viên phân biệt tích một cách đầy đủ. Phân tích trình đơn giản,CLO 3_ME2212,2.23,4,"['công', 'trình', 'tích']",0.779,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2212', 'original_clo_description': 'Có tư duy phân tích được các quá trình gia công kim loại (không tạo phoi và tạo phoi)'}",validation
Báo cáo thể hiện quan tốt. phân loại Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_,3.95,2,"['điện', 'tổng', 'động', 'quan']",0.9,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có tư duy tổng quan về mạch điện, động cơ điện'}",validation
Bài làm thiếu khoa. Không xác định Sử dụng thuật ngữ chưa đúng,CLO 4_,1.58,1,[],0.682,negative,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc. Rèn luyện tác phong khoa học, kiên nhẫn, tỷ mỷ, chính xác của người kỹ sư thiết kế.'}",validation
Sinh viên đã phân loại khiển chính xác và Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 1_,3.22,2,"['khiển', 'trên', 'thống', 'điện']",0.804,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Hiểu rõ về cấu tạo, các bộ phận chính trên ô tô điện, hiểu rõ về pin và hệ thống điều khiển trên ô tô điện'}",validation
Sinh viên giải thích thức một cách hoàn chỉnh. Phân tích thái một cách logic,CLO 4_ME2257,3.43,2,"['tích', 'thái', 'nghiêm', 'thức']",0.915,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2257', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Bài làm hiểu tích và Hiểu cơ bản về nghiêm đầy đủ,CLO 4_ME2259,2.45,2,"['nghiêm', 'thức']",0.703,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2259', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Bài làm so sánh trên và Sử dụng thuật ngữ chuyên môn đúng đắn chi tiết,CLO 3_ME2258,4.0,4,"['phân', 'hỏng', 'tích']",0.939,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2258', 'original_clo_description': 'Phân tích các lỗi sai, hỏng hóc và cách khắc phục trên các mạch điện ô tô'}",validation
Nội dung vận dụng rõ ràng về năng. Thể hiện hiểu biết sâu sắc về năng,CLO 3_AET3262,3.36,3,"['thông', 'năng', 'toán']",0.825,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3262', 'original_clo_description': 'Tính toán tính ổn định, kinh tế và khả năng thông qua của xe'}",validation
Bài làm giải thích hiểu và Áp dụng kiến thức AET3229 ở mức độ cơ bản chính xác,CLO 1_AET3229,2.15,2,"['phạm', 'hiểu', 'nguyên']",0.758,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3229', 'original_clo_description': 'Hiểu cấu tạo, nguyên lý hoạt động của các thiết bị đo và phạm vi ứng dụng của các thiết bị đo.'}",validation
Sinh viên phân loại nghiêm một cách rõ ràng. Phân tích thức một cách logic,CLO 4_ME2206,3.75,2,"['thức', 'tích', 'nghiêm']",0.949,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2206', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Sinh viên đã mô tả hỏng hoàn chỉnh và Phân tích nhân một cách logic,CLO 2_,3.68,2,"['tượng', 'thích', 'hỏng']",0.922,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Phân thích được các hiện tượng, nguyên nhân hư hỏng các cụm, hệ thống, cơ cấu trên xe ô tô'}",validation
Nội dung vận dụng rõ ràng về tính. Phân tích quãng đơn giản,CLO 2_,2.78,3,['công'],0.738,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Sử dụng và lựa chọn các công cụ để tính toán lựa chọn động lực học xe điện, tính toán về pin, quãng đường xe đi được'}",validation
Bài làm tính toán chuẩn và Kết luận chính xác và có căn cứ tốt,CLO 3_ME3270,3.2,3,"['dụng', 'kiểm', 'thuật']",0.84,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Sử dụng thành thạo các dụng cụ cầm tay, các dụng cụ đo kiểm để gia công nguội và để kiểm tra sản phẩm cơ khí theo các tiêu chuẩn kỹ thuật'}",validation
Nội dung giải thích rõ ràng về thức. Phân tích thái một cách logic,CLO 4_ME2201,3.18,2,"['tích', 'nghiêm', 'thái', 'thức']",0.851,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2201', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực.'}",validation
Sinh viên chưa xây dựng tổng. Kết luận cơ bản không đầy đủ,CLO 3_AET4243,2.2,6,"['lich', 'khoa']",0.796,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'AET4243', 'original_clo_description': 'Có tư duy tổng hợp về lich vực khoa học được nêu lên trong nhiệm vụ của đồ án'}",validation
Sinh viên chưa liệt kê hiểu. Không hiểu rõ về ngôn không đầy đủ,CLO 1_ME3234,0.52,1,[],0.737,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME3234', 'original_clo_description': 'Hiểu rõ các kỹ thuật lập trình ngôn ngữ cho hệ PLC trên nền ngôn ngữ lập trình cơ bản'}",validation
Nội dung mô tả rõ ràng về tích. Kết luận cơ bản,CLO 4_ME2205,2.1,2,['thức'],0.714,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2205', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Báo cáo không thể hiện toán. mô tả Không hiểu rõ về điều chưa tốt,CLO 2_ME3268,1.35,2,"['nhân', 'trình']",0.666,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': 'ME3268', 'original_clo_description': 'Tính toán, lập báo cáo, thuyết trình, phản biện công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm.'}",validation
Sinh viên mô tả ngươ một cách chi tiết. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 4_,3.21,2,"['khoa', 'ngươ', 'nghiêm', 'thái']",0.81,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc. Rèn luyện tác phong khoa học,  kiên nhẫn, tỷ mỷ, chính xác của người kỹ sư thiết kế.'}",validation
Sinh viên đã hiểu nhân rõ ràng và Phân tích chuẩn một cách logic,CLO 2_AET3276,3.61,2,"['hãng', 'hàng', 'phòng']",0.842,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3276', 'original_clo_description': 'Giải thích được các quy trình về quản lý dịch vụ ô tô; Phân tich được vài trò của quản lý nhân sự trong phòng dịch vụ; lập được tiêu chuẩn vận hành dịch vụ sau bán hàng của hãng;'}",validation
Bài làm thiếu tiết. Không nêu Sử dụng thuật ngữ chưa đúng,CLO 1_ME2208,1.28,1,['hiểu'],0.737,negative,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_negative', 'course_code': 'ME2208', 'original_clo_description': 'Hiểu rõ được các thông số kỹ thuật của chi tiết máy'}",validation
Báo cáo thể hiện tích chính xác. vận dụng Phân tích phân một cách logic,CLO 2_ME3271,3.73,3,"['liệu', 'khuyết', 'phát', 'thiết']",0.803,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3271', 'original_clo_description': 'Sử dụng các kiến thức đã học để đọc bản vẽ kết cấu hàn; phân tích vật liệu hàn; chuẩn bị thiết bị, phôi liệu hàn; các vị trí hàn, kết cấu hàn; phát hiện được khuyết tật mối hàn.'}",validation
Bài làm hiểu thiết và Phân tích việc đơn giản đầy đủ,CLO 4_AET3235,2.36,2,"['việc', 'nghiệp']",0.826,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3235', 'original_clo_description': 'Kỹ năng chuyên nghiệp và phẩm chất các nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề'}",validation
Nội dung giải thích rõ ràng về hiểu. Phân tích dụng một cách logic,CLO 1_ME2255,3.76,2,"['loại', 'thước', 'tiết', 'dung']",0.85,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2255', 'original_clo_description': 'Hiểu rõ được các kích thước, dung sai kích thước chi tiết, nguyên lý cấu tạo các loại dụng cụ đo'}",validation
Sinh viên đã hiểu thức hoàn chỉnh và Kết luận chính xác và có căn cứ,CLO 3_,3.71,2,"['quan', 'toán', 'tổng', 'thức', 'mạch']",0.932,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Các kiến thức tổng quan về mạch số ( cổng logic, định lý, các phép toán logic .. ).'}",validation
Bài làm hiểu tích và Áp dụng kiến thức ME2208 một cách hiệu quả chi tiết,CLO 4_ME2208,3.06,2,"['thức', 'nghiêm', 'thái']",0.847,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2208', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",validation
Bài làm tính toán nhiên và Phân tích ngoại một cách logic xuất sắc,CLO1_AET3227,3.17,3,"['dụng', 'kiến', 'lĩnh', 'nhiên', 'khoa']",0.864,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3227', 'original_clo_description': 'Vận dụng kiến thức về khoa học tự nhiên, ngoại ngữ, tin học vào lĩnh vực lắp ráp ô tô.'}",validation
Nội dung hiểu rõ ràng về chất. Kết luận cơ bản,CLO3_,2.58,2,"['phòng', 'ninh']",0.806,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Hoàn thành kiến thức Quốc phòng - an ninh và Giáo dục thể chất để tự rèn luyện về tinh thần và thể chất.'}",validation
Sinh viên thực hiện dùng một cách tốt. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 2_AET3221,3.07,3,"['chẩn', 'kiểm', 'loại', 'định']",0.89,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3221', 'original_clo_description': 'Sử dụng và lựa chọn các loại thiết bị chẩn đoán phù hợp dùng trong chẩn đoán và kiểm định kỹ thuật ô tô'}",validation
Nội dung vận dụng rõ ràng về thực. Phân tích chuyên đơn giản,CLO 4_AET3217,2.57,3,"['việc', 'nghiêm', 'đúng']",0.743,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3217', 'original_clo_description': 'Có ý thức, thái độ cầu thị, nghiêm túc, thực hiện đúng các nội quy, quy chế. Từ đó, hình thành tác phong làm việc chuyên nghiệp.'}",validation
Nội dung không xác định nhiên. Phân tích toán còn hạn chế chưa rõ ràng,CLO 1_ME3271,0.53,1,"['toán', 'kiến']",0.716,negative,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_negative', 'course_code': 'ME3271', 'original_clo_description': 'Vận dụng kiến thức khoa học tự nhiên để tính toán, lựa chọn chế độ hàn cho phù hợp.'}",validation
Nội dung không phân loại thành. Phân tích lòng đơn giản chưa rõ ràng,CLO 1_ME2201,2.58,2,['thần'],0.766,neutral,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2201', 'original_clo_description': 'Nhận biết và hình thành quan điểm nghề nghiệp, Định hướng nghề nghiệp, giúp cho sinh viên hiểu biết về công việc sẽ làm sau khi tốt nghiệp nhằm nâng cao lòng yêu nghề và tinh thần học tập;'}",validation
